Date,BTC_Dominance_%,BTC_Dom_Change
2024-10-05,96.04267418161803,
2024-10-06,96.04558342328133,0.002909241663303419
2024-10-07,96.04059957927787,-0.004983844003461968
2024-10-08,96.0083023999113,-0.03229717936656584
2024-10-09,96.0253433412229,0.01704094131159195
2024-10-10,95.98271186976768,-0.04263147145520918
2024-10-11,96.0295028286727,0.04679095890502083
2024-10-12,96.01461405539331,-0.014888773279395195
2024-10-13,96.00521722636786,-0.009396829025448028
2024-10-14,95.95199034633872,-0.05322688002914333
2024-10-15,96.04488631548578,0.09289596914706522
2024-10-16,96.07074069852878,0.025854383042997142
2024-10-17,96.07353428300063,0.0027935844718456337
2024-10-18,96.07313666336191,-0.0003976196387185382
2024-10-19,96.05415811364199,-0.018978549719918192
2024-10-20,95.94896259314982,-0.10519552049217396
2024-10-21,95.96590045237366,0.016937859223844498
2024-10-22,96.02636806697058,0.06046761459691652
2024-10-23,96.12220369587854,0.09583562890796316
2024-10-24,96.17390746634815,0.05170377046961505
2024-10-25,96.24411560191434,0.07020813556619032
2024-10-26,96.1956376062151,-0.04847799569924405
2024-10-27,96.20107351493445,0.005435908719348959
2024-10-28,96.22380271961718,0.022729204682732984
2024-10-29,96.27032045165168,0.046517732034502046
2024-10-30,96.23223582198867,-0.03808462966301818
2024-10-31,96.31790016083144,0.08566433884277558
2024-11-01,96.2886297773205,-0.029270383510947795
2024-11-02,96.30686079163324,0.018231014312746652
2024-11-03,96.32991430606471,0.023053514431467192
2024-11-04,96.36932146828552,0.03940716222081164
2024-11-05,96.40109612118115,0.03177465289563486
2024-11-06,96.29393190630313,-0.10716421487802563
2024-11-07,96.08601759883416,-0.20791430746896822
2024-11-08,96.03271056960331,-0.053307029230850844
2024-11-09,95.84155429504794,-0.1911562745553681
2024-11-10,95.94408454435228,0.10253024930433696
2024-11-11,96.10238784593797,0.15830330158568984
2024-11-12,96.21668702395911,0.11429917802114176
2024-11-13,96.374390892648,0.15770386868888409
2024-11-14,96.38950680679513,0.015115914147131093
2024-11-15,96.48136883618533,0.0918620293901995
2024-11-16,96.43359772667081,-0.04777110951451391
2024-11-17,96.44346332943425,0.009865602763440506
2024-11-18,96.33190763923317,-0.11155569020108658
2024-11-19,96.49977311877818,0.1678654795450143
2024-11-20,96.61268842738772,0.11291530860954424
2024-11-21,96.45709068059122,-0.15559774679650218
2024-11-22,96.50232285411087,0.04523217351965059
2024-11-23,96.40003025988187,-0.10229259422899872
2024-11-24,96.44143932705082,0.041409067168942215
2024-11-25,96.22947832846893,-0.21196099858188688
2024-11-26,96.27654314159008,0.04706481312115329
2024-11-27,96.09506293437275,-0.1814802072173336
2024-11-28,96.16208522012809,0.06702228575534264
2024-11-29,96.20637000881965,0.04428478869155583
2024-11-30,96.06363006966913,-0.1427399391505162
2024-12-01,96.09100281291937,0.02737274325023975
2024-12-02,96.11180963495394,0.020806822034572292
2024-12-03,96.12871412411825,0.016904489164303982
2024-12-04,96.03107867514363,-0.09763544897461429
2024-12-05,95.9692427841222,-0.061835891021431166
2024-12-06,95.91373010747884,-0.05551267664336024
2024-12-07,95.91512263101907,0.0013925235402325598
2024-12-08,95.96509516671254,0.04997253569347038
2024-12-09,96.10480675478222,0.1397115880696731
2024-12-10,96.16101980532758,0.05621305054536663
2024-12-11,96.12685133826572,-0.0341684670618605
2024-12-12,96.03731352178887,-0.08953781647684877
2024-12-13,96.06563113861363,0.028317616824750758
2024-12-14,96.10158152243048,0.03595038381685356
2024-12-15,96.12952481176164,0.02794328933116219
2024-12-16,96.16288904203691,0.033364230275267914
2024-12-17,96.25006656751835,0.08717752548143665
2024-12-18,96.29543319777396,0.04536663025561438
2024-12-19,96.40315050373276,0.10771730595880058
2024-12-20,96.356327571815,-0.04682293191775955
2024-12-21,96.47649996527393,0.1201723934589296
2024-12-22,96.4643577392999,-0.012142225974031362
2024-12-23,96.30387221270837,-0.16048552659152904
2024-12-24,96.36815027434369,0.06427806163532068
2024-12-25,96.39152337597072,0.02337310162702977
2024-12-26,96.42994726744351,0.038423891472788796
2024-12-27,96.3769214192533,-0.053025848190202396
2024-12-28,96.33340498872406,-0.04351643052925169
2024-12-29,96.32655561671858,-0.006849372005476084
2024-12-30,96.28507340940948,-0.04148220730910168
2024-12-31,96.34370194743408,0.05862853802460677
2025-01-01,96.35312382786016,0.009421880426074836
2025-01-02,96.33849345243527,-0.01463037542488621
2025-01-03,96.22657399712486,-0.1119194553104137
2025-01-04,96.18225802880298,-0.04431596832188234
2025-01-05,96.21095963468204,0.028701605879064118
2025-01-06,96.29040812869923,0.07944849401718557
2025-01-07,96.41158535493666,0.12117722623743532
2025-01-08,96.40280157723451,-0.00878377770214911
2025-01-09,96.42920882192298,0.02640724468847111
2025-01-10,96.45969011263358,0.03048129071059691
2025-01-11,96.43971943792276,-0.01997067471081948
2025-01-12,96.45215462776987,0.01243518984711045
2025-01-13,96.5868775136475,0.13472288587762193
2025-01-14,96.56473366350946,-0.022143850138036214
2025-01-15,96.46706126316872,-0.0976724003407412
2025-01-16,96.57010483482182,0.10304357165310307
2025-01-17,96.56422049705665,-0.005884337765166947
2025-01-18,96.67623222856847,0.11201173151181365
2025-01-19,96.67222878103354,-0.004003447534927318
2025-01-20,96.64555000869476,-0.026678772338783574
2025-01-21,96.71882207322096,0.07327206452620771
2025-01-22,96.7140389231951,-0.004783150025858163
2025-01-23,96.64379787093735,-0.07024105225775656
2025-01-24,96.69210409362074,0.048306222683393685
2025-01-25,96.67952545826226,-0.012578635358480028
2025-01-26,96.7044839837032,0.024958525440936796
2025-01-27,96.74273459089049,0.038250607187293895
2025-01-28,96.82147161628562,0.07873702539512806
2025-01-29,96.85742435466972,0.03595273838409696
2025-01-30,96.75358623363984,-0.10383812102988088
2025-01-31,96.64331217455972,-0.1102740590801119
2025-02-01,96.77416511016568,0.130852935605958
2025-02-02,96.92985044811714,0.15568533795145356
2025-02-03,97.0096032710416,0.07975282292446195
2025-02-04,97.05742709164728,0.047823820605685796
2025-02-05,96.98011483889623,-0.07731225275105658
2025-02-06,97.08325148482263,0.10313664592639782
2025-02-07,97.14465483799056,0.06140335316793255
2025-02-08,97.125628556311,-0.01902628167955811
2025-02-09,97.12915590398264,0.003527347671635539
2025-02-10,97.12443777146613,-0.004718132516501328
2025-02-11,97.13481606164277,0.010378290176632277
2025-02-12,97.06529849179863,-0.06951756984413748
2025-02-13,97.08942176289574,0.024123271097110432
2025-02-14,97.06126965601831,-0.028152106877428196
2025-02-15,97.10063887307966,0.039369217061349104
2025-02-16,97.09387270335623,-0.0067661697234342455
2025-02-17,97.01550945439963,-0.07836324895659175
2025-02-18,97.0911433030263,0.07563384862666567
2025-02-19,97.07783061156078,-0.013312691465515059
2025-02-20,97.09611821314141,0.01828760158062437
2025-02-21,97.1170834838895,0.020965270748092735
2025-02-22,97.02525822785368,-0.09182525603581837
2025-02-23,96.96579288700674,-0.05946534084694122
2025-02-24,97.15631061491361,0.19051772790686528
2025-02-25,97.09175567988024,-0.06455493503337095
2025-02-26,97.13725255245797,0.045496872577729164
2025-02-27,97.17329436492001,0.036041812462045186
2025-02-28,97.22748995198171,0.0541955870616988
2025-03-01,97.30812747917099,0.08063752718928185
2025-03-02,97.19631390185522,-0.1118135773157718
2025-03-03,97.39116053172968,0.194846629874462
2025-03-04,97.3958808872497,0.004720355520021258
2025-03-05,97.4143408312658,0.01845994401610085
2025-03-06,97.44246021215291,0.028119380887105194
2025-03-07,97.42431210521893,-0.01814810693397817
2025-03-08,97.3408351419772,-0.08347696324173626
2025-03-09,97.39430431040562,0.0534691684284212
2025-03-10,97.5250453203567,0.1307410099510804
2025-03-11,97.57558399263331,0.050538672276616126
2025-03-12,97.61132126485043,0.0357372722171192
2025-03-13,97.59394439989927,-0.017376864951160087
2025-03-14,97.60937505071968,0.015430650820405845
2025-03-15,97.58454988631605,-0.024825164403623035
2025-03-16,97.60491177865933,0.020361892343274235
2025-03-17,97.59886740622557,-0.006044372433763101
2025-03-18,97.55631304101821,-0.04255436520735145
2025-03-19,97.51984920705186,-0.036463833966351444
2025-03-20,97.53885783434616,0.019008627294297753
2025-03-21,97.55182694392562,0.012969109579458404
2025-03-22,97.52888385226987,-0.022943091655747594
2025-03-23,97.55787791161073,0.02899405934086019
2025-03-24,97.5092846121594,-0.04859329945132629
2025-03-25,97.51655349218066,0.007268880021257473
2025-03-26,97.57414105642229,0.05758756424162925
2025-03-27,97.58731454229832,0.01317348587602396
2025-03-28,97.64061422257349,0.053299680275173955
